Ano,Estado,Mes,Numero,Regiao,Mes_int,Trimestre
2015,Rio Grande do Sul,Fevereiro,41,S,2,Q1
2016,Rio Grande do Sul,Fevereiro,55,S,2,Q1
2017,Rio Grande do Sul,Fevereiro,31,S,2,Q1
1998,Rio Grande do Sul,Março,0,S,3,Q1
1999,Rio Grande do Sul,Março,38,S,3,Q1
2000,Rio Grande do Sul,Março,51,S,3,Q1
2001,Rio Grande do Sul,Março,11,S,3,Q1
2002,Rio Grande do Sul,Março,26,S,3,Q1
2003,Rio Grande do Sul,Março,27,S,3,Q1
2004,Rio Grande do Sul,Março,149,S,3,Q1
2005,Rio Grande do Sul,Março,153,S,3,Q1
2006,Rio Grande do Sul,Março,76,S,3,Q1
2007,Rio Grande do Sul,Março,8,S,3,Q1
2008,Rio Grande do Sul,Março,38,S,3,Q1
2009,Rio Grande do Sul,Março,41,S,3,Q1
2010,Rio Grande do Sul,Março,21,S,3,Q1
2011,Rio Grande do Sul,Março,31,S,3,Q1
2012,Rio Grande do Sul,Março,50,S,3,Q1
2013,Rio Grande do Sul,Março,44,S,3,Q1
2014,Rio Grande do Sul,Março,58,S,3,Q1
2015,Rio Grande do Sul,Março,108,S,3,Q1
2016,Rio Grande do Sul,Março,30,S,3,Q1
2017,Rio Grande do Sul,Março,34,S,3,Q1
1998,Rio Grande do Sul,Abril,0,S,4,Q2
1999,Rio Grande do Sul,Abril,12,S,4,Q2
2000,Rio Grande do Sul,Abril,1,S,4,Q2
2001,Rio Grande do Sul,Abril,3,S,4,Q2
2002,Rio Grande do Sul,Abril,6,S,4,Q2
2003,Rio Grande do Sul,Abril,30,S,4,Q2
2004,Rio Grande do Sul,Abril,98,S,4,Q2
2005,Rio Grande do Sul,Abril,14,S,4,Q2
2006,Rio Grande do Sul,Abril,59,S,4,Q2
2007,Rio Grande do Sul,Abril,4,S,4,Q2
2008,Rio Grande do Sul,Abril,110,S,4,Q2
2009,Rio Grande do Sul,Abril,145,S,4,Q2
2010,Rio Grande do Sul,Abril,72,S,4,Q2
2011,Rio Grande do Sul,Abril,41,S,4,Q2
2012,Rio Grande do Sul,Abril,41,S,4,Q2
2013,Rio Grande do Sul,Abril,47,S,4,Q2
2014,Rio Grande do Sul,Abril,60,S,4,Q2
2015,Rio Grande do Sul,Abril,175,S,4,Q2
2016,Rio Grande do Sul,Abril,32,S,4,Q2
2017,Rio Grande do Sul,Abril,51,S,4,Q2
1998,Rio Grande do Sul,Maio,0,S,5,Q2
1999,Rio Grande do Sul,Maio,13,S,5,Q2
2000,Rio Grande do Sul,Maio,4,S,5,Q2
2001,Rio Grande do Sul,Maio,4,S,5,Q2
2002,Rio Grande do Sul,Maio,7,S,5,Q2
2003,Rio Grande do Sul,Maio,18,S,5,Q2
2004,Rio Grande do Sul,Maio,4,S,5,Q2
2005,Rio Grande do Sul,Maio,24,S,5,Q2
2006,Rio Grande do Sul,Maio,24,S,5,Q2
2007,Rio Grande do Sul,Maio,3,S,5,Q2
2008,Rio Grande do Sul,Maio,20,S,5,Q2
2009,Rio Grande do Sul,Maio,177,S,5,Q2
2010,Rio Grande do Sul,Maio,9,S,5,Q2
2011,Rio Grande do Sul,Maio,20,S,5,Q2
2012,Rio Grande do Sul,Maio,112,S,5,Q2
2013,Rio Grande do Sul,Maio,14,S,5,Q2
2014,Rio Grande do Sul,Maio,63,S,5,Q2
2015,Rio Grande do Sul,Maio,169,S,5,Q2
2016,Rio Grande do Sul,Maio,37,S,5,Q2
2017,Rio Grande do Sul,Maio,43,S,5,Q2
1998,Rio Grande do Sul,Junho,0,S,6,Q2
1999,Rio Grande do Sul,Junho,9,S,6,Q2
2000,Rio Grande do Sul,Junho,0,S,6,Q2
2001,Rio Grande do Sul,Junho,1,S,6,Q2
2002,Rio Grande do Sul,Junho,4,S,6,Q2
2003,Rio Grande do Sul,Junho,14,S,6,Q2
2004,Rio Grande do Sul,Junho,52,S,6,Q2
2005,Rio Grande do Sul,Junho,50,S,6,Q2
2006,Rio Grande do Sul,Junho,7,S,6,Q2
2007,Rio Grande do Sul,Junho,10,S,6,Q2
2008,Rio Grande do Sul,Junho,16,S,6,Q2
2009,Rio Grande do Sul,Junho,30,S,6,Q2
2010,Rio Grande do Sul,Junho,4,S,6,Q2
2011,Rio Grande do Sul,Junho,12,S,6,Q2
2012,Rio Grande do Sul,Junho,86,S,6,Q2
2013,Rio Grande do Sul,Junho,10,S,6,Q2
2014,Rio Grande do Sul,Junho,62,S,6,Q2
2015,Rio Grande do Sul,Junho,68,S,6,Q2
2016,Rio Grande do Sul,Junho,261,S,6,Q2
2017,Rio Grande do Sul,Junho,103,S,6,Q2
1998,Rio Grande do Sul,Julho,0,S,7,Q3
1999,Rio Grande do Sul,Julho,10,S,7,Q3
2000,Rio Grande do Sul,Julho,6,S,7,Q3
2001,Rio Grande do Sul,Julho,6,S,7,Q3
2002,Rio Grande do Sul,Julho,93,S,7,Q3
2003,Rio Grande do Sul,Julho,55,S,7,Q3
2004,Rio Grande do Sul,Julho,156,S,7,Q3
2005,Rio Grande do Sul,Julho,47,S,7,Q3
2006,Rio Grande do Sul,Julho,45,S,7,Q3
2007,Rio Grande do Sul,Julho,7,S,7,Q3
2008,Rio Grande do Sul,Julho,25,S,7,Q3
2009,Rio Grande do Sul,Julho,47,S,7,Q3
2010,Rio Grande do Sul,Julho,34,S,7,Q3
2011,Rio Grande do Sul,Julho,45,S,7,Q3
2012,Rio Grande do Sul,Julho,134,S,7,Q3
2013,Rio Grande do Sul,Julho,42,S,7,Q3
2014,Rio Grande do Sul,Julho,209,S,7,Q3
2015,Rio Grande do Sul,Julho,60,S,7,Q3
2016,Rio Grande do Sul,Julho,865,S,7,Q3
2017,Rio Grande do Sul,Julho,885,S,7,Q3
1998,Rio Grande do Sul,Agosto,9,S,8,Q3
1999,Rio Grande do Sul,Agosto,24,S,8,Q3
2000,Rio Grande do Sul,Agosto,18,S,8,Q3
2001,Rio Grande do Sul,Agosto,36,S,8,Q3
2002,Rio Grande do Sul,Agosto,824,S,8,Q3
2003,Rio Grande do Sul,Agosto,1419,S,8,Q3
2004,Rio Grande do Sul,Agosto,403,S,8,Q3
2005,Rio Grande do Sul,Agosto,120,S,8,Q3
2006,Rio Grande do Sul,Agosto,642,S,8,Q3
2007,Rio Grande do Sul,Agosto,258,S,8,Q3
2008,Rio Grande do Sul,Agosto,56,S,8,Q3
2009,Rio Grande do Sul,Agosto,1057,S,8,Q3
2010,Rio Grande do Sul,Agosto,267,S,8,Q3
2011,Rio Grande do Sul,Agosto,116,S,8,Q3
2012,Rio Grande do Sul,Agosto,410,S,8,Q3
2013,Rio Grande do Sul,Agosto,156,S,8,Q3
2014,Rio Grande do Sul,Agosto,1168,S,8,Q3
2015,Rio Grande do Sul,Agosto,414,S,8,Q3
2016,Rio Grande do Sul,Agosto,1111,S,8,Q3
2017,Rio Grande do Sul,Agosto,819,S,8,Q3
1998,Rio Grande do Sul,Setembro,60,S,9,Q3
1999,Rio Grande do Sul,Setembro,19,S,9,Q3
2000,Rio Grande do Sul,Setembro,27,S,9,Q3
2001,Rio Grande do Sul,Setembro,2,S,9,Q3
2002,Rio Grande do Sul,Setembro,226,S,9,Q3
2003,Rio Grande do Sul,Setembro,828,S,9,Q3
2004,Rio Grande do Sul,Setembro,431,S,9,Q3
2005,Rio Grande do Sul,Setembro,189,S,9,Q3
2006,Rio Grande do Sul,Setembro,444,S,9,Q3
2007,Rio Grande do Sul,Setembro,573,S,9,Q3
2008,Rio Grande do Sul,Setembro,97,S,9,Q3
2009,Rio Grande do Sul,Setembro,39,S,9,Q3
2010,Rio Grande do Sul,Setembro,250,S,9,Q3
2011,Rio Grande do Sul,Setembro,449,S,9,Q3
2012,Rio Grande do Sul,Setembro,113,S,9,Q3
2013,Rio Grande do Sul,Setembro,290,S,9,Q3
2014,Rio Grande do Sul,Setembro,224,S,9,Q3
2015,Rio Grande do Sul,Setembro,222,S,9,Q3
2016,Rio Grande do Sul,Setembro,628,S,9,Q3
2017,Rio Grande do Sul,Setembro,343,S,9,Q3
1998,Rio Grande do Sul,Outubro,169,S,10,Q4
1999,Rio Grande do Sul,Outubro,56,S,10,Q4
2000,Rio Grande do Sul,Outubro,10,S,10,Q4
2001,Rio Grande do Sul,Outubro,13,S,10,Q4
2002,Rio Grande do Sul,Outubro,10,S,10,Q4
2003,Rio Grande do Sul,Outubro,360,S,10,Q4
2004,Rio Grande do Sul,Outubro,680,S,10,Q4
2005,Rio Grande do Sul,Outubro,83,S,10,Q4
2006,Rio Grande do Sul,Outubro,160,S,10,Q4
2007,Rio Grande do Sul,Outubro,21,S,10,Q4
2008,Rio Grande do Sul,Outubro,135,S,10,Q4
2009,Rio Grande do Sul,Outubro,148,S,10,Q4
2010,Rio Grande do Sul,Outubro,95,S,10,Q4
2011,Rio Grande do Sul,Outubro,74,S,10,Q4
2012,Rio Grande do Sul,Outubro,91,S,10,Q4
2013,Rio Grande do Sul,Outubro,104,S,10,Q4
2014,Rio Grande do Sul,Outubro,110,S,10,Q4
2015,Rio Grande do Sul,Outubro,70,S,10,Q4
2016,Rio Grande do Sul,Outubro,93,S,10,Q4
2017,Rio Grande do Sul,Outubro,101,S,10,Q4
1998,Rio Grande do Sul,Novembro,28,S,11,Q4
1999,Rio Grande do Sul,Novembro,103,S,11,Q4
2000,Rio Grande do Sul,Novembro,18,S,11,Q4
2001,Rio Grande do Sul,Novembro,49,S,11,Q4
2002,Rio Grande do Sul,Novembro,117,S,11,Q4
2003,Rio Grande do Sul,Novembro,121,S,11,Q4
2004,Rio Grande do Sul,Novembro,161,S,11,Q4
2005,Rio Grande do Sul,Novembro,227,S,11,Q4
2006,Rio Grande do Sul,Novembro,27,S,11,Q4
2007,Rio Grande do Sul,Novembro,13,S,11,Q4
2008,Rio Grande do Sul,Novembro,14,S,11,Q4
2009,Rio Grande do Sul,Novembro,4,S,11,Q4
2010,Rio Grande do Sul,Novembro,90,S,11,Q4
2011,Rio Grande do Sul,Novembro,117,S,11,Q4
2012,Rio Grande do Sul,Novembro,74,S,11,Q4
2013,Rio Grande do Sul,Novembro,110,S,11,Q4
2014,Rio Grande do Sul,Novembro,68,S,11,Q4
2015,Rio Grande do Sul,Novembro,30,S,11,Q4
2016,Rio Grande do Sul,Novembro,105,S,11,Q4
2017,Rio Grande do Sul,Novembro,137,S,11,Q4
1998,Rio Grande do Sul,Dezembro,605,S,12,Q4
1999,Rio Grande do Sul,Dezembro,1110,S,12,Q4
2000,Rio Grande do Sul,Dezembro,80,S,12,Q4
2001,Rio Grande do Sul,Dezembro,80,S,12,Q4
2002,Rio Grande do Sul,Dezembro,45,S,12,Q4
2003,Rio Grande do Sul,Dezembro,98,S,12,Q4
2004,Rio Grande do Sul,Dezembro,99,S,12,Q4
2005,Rio Grande do Sul,Dezembro,35,S,12,Q4
2006,Rio Grande do Sul,Dezembro,15,S,12,Q4
2007,Rio Grande do Sul,Dezembro,25,S,12,Q4
2008,Rio Grande do Sul,Dezembro,32,S,12,Q4
2009,Rio Grande do Sul,Dezembro,15,S,12,Q4
2010,Rio Grande do Sul,Dezembro,103,S,12,Q4
2011,Rio Grande do Sul,Dezembro,69,S,12,Q4
2012,Rio Grande do Sul,Dezembro,38,S,12,Q4
2013,Rio Grande do Sul,Dezembro,62,S,12,Q4
2014,Rio Grande do Sul,Dezembro,31,S,12,Q4
2015,Rio Grande do Sul,Dezembro,42,S,12,Q4
2016,Rio Grande do Sul,Dezembro,79,S,12,Q4
1998,Rondônia,Janeiro,0,N,1,Q1
1999,Rondônia,Janeiro,1,N,1,Q1
2000,Rondônia,Janeiro,0,N,1,Q1
2001,Rondônia,Janeiro,0,N,1,Q1
2002,Rondônia,Janeiro,6,N,1,Q1
2003,Rondônia,Janeiro,62,N,1,Q1
2004,Rondônia,Janeiro,30,N,1,Q1
2005,Rondônia,Janeiro,99,N,1,Q1
2006,Rondônia,Janeiro,16,N,1,Q1
2007,Rondônia,Janeiro,33,N,1,Q1
2008,Rondônia,Janeiro,4,N,1,Q1
2009,Rondônia,Janeiro,17,N,1,Q1
2010,Rondônia,Janeiro,18,N,1,Q1
2011,Rondônia,Janeiro,1,N,1,Q1
2012,Rondônia,Janeiro,2,N,1,Q1
2013,Rondônia,Janeiro,7,N,1,Q1
2014,Rondônia,Janeiro,12,N,1,Q1
2015,Rondônia,Janeiro,30,N,1,Q1
2016,Rondônia,Janeiro,93,N,1,Q1
2017,Rondônia,Janeiro,44,N,1,Q1
1998,Rondônia,Fevereiro,0,N,2,Q1
1999,Rondônia,Fevereiro,1,N,2,Q1
2000,Rondônia,Fevereiro,6,N,2,Q1
2001,Rondônia,Fevereiro,2,N,2,Q1
2002,Rondônia,Fevereiro,8,N,2,Q1
2003,Rondônia,Fevereiro,10,N,2,Q1
2004,Rondônia,Fevereiro,12,N,2,Q1
2005,Rondônia,Fevereiro,42,N,2,Q1
2006,Rondônia,Fevereiro,17,N,2,Q1
2007,Rondônia,Fevereiro,8,N,2,Q1
2008,Rondônia,Fevereiro,7,N,2,Q1
2009,Rondônia,Fevereiro,1,N,2,Q1
2010,Rondônia,Fevereiro,9,N,2,Q1
2011,Rondônia,Fevereiro,2,N,2,Q1
2012,Rondônia,Fevereiro,9,N,2,Q1
2013,Rondônia,Fevereiro,8,N,2,Q1
2014,Rondônia,Fevereiro,5,N,2,Q1
2015,Rondônia,Fevereiro,22,N,2,Q1
2016,Rondônia,Fevereiro,88,N,2,Q1
2017,Rondônia,Fevereiro,10,N,2,Q1
1998,Rondônia,Março,0,N,3,Q1
1999,Rondônia,Março,8,N,3,Q1
2000,Rondônia,Março,9,N,3,Q1
2001,Rondônia,Março,0,N,3,Q1
2002,Rondônia,Março,1,N,3,Q1
2003,Rondônia,Março,13,N,3,Q1
2004,Rondônia,Março,20,N,3,Q1
2005,Rondônia,Março,17,N,3,Q1
2006,Rondônia,Março,15,N,3,Q1
2007,Rondônia,Março,20,N,3,Q1
2008,Rondônia,Março,2,N,3,Q1
2009,Rondônia,Março,12,N,3,Q1
2010,Rondônia,Março,11,N,3,Q1
2011,Rondônia,Março,6,N,3,Q1
2012,Rondônia,Março,6,N,3,Q1
2013,Rondônia,Março,23,N,3,Q1
2014,Rondônia,Março,13,N,3,Q1
2015,Rondônia,Março,15,N,3,Q1
2016,Rondônia,Março,25,N,3,Q1
2017,Rondônia,Março,21,N,3,Q1
1998,Rondônia,Abril,0,N,4,Q2
1999,Rondônia,Abril,3,N,4,Q2
2000,Rondônia,Abril,0,N,4,Q2
2001,Rondônia,Abril,0,N,4,Q2
2002,Rondônia,Abril,3,N,4,Q2
2003,Rondônia,Abril,10,N,4,Q2
2004,Rondônia,Abril,14,N,4,Q2
2005,Rondônia,Abril,7,N,4,Q2
2006,Rondônia,Abril,0,N,4,Q2
2007,Rondônia,Abril,0,N,4,Q2
2008,Rondônia,Abril,8,N,4,Q2
2009,Rondônia,Abril,3,N,4,Q2
2010,Rondônia,Abril,19,N,4,Q2
2011,Rondônia,Abril,8,N,4,Q2
2012,Rondônia,Abril,12,N,4,Q2
2013,Rondônia,Abril,9,N,4,Q2
2014,Rondônia,Abril,15,N,4,Q2
2015,Rondônia,Abril,15,N,4,Q2
2016,Rondônia,Abril,59,N,4,Q2
2017,Rondônia,Abril,19,N,4,Q2
1998,Rondônia,Maio,0,N,5,Q2
1999,Rondônia,Maio,3,N,5,Q2
2000,Rondônia,Maio,13,N,5,Q2
2001,Rondônia,Maio,5,N,5,Q2
2002,Rondônia,Maio,10,N,5,Q2
2003,Rondônia,Maio,21,N,5,Q2
2004,Rondônia,Maio,9,N,5,Q2
2005,Rondônia,Maio,38,N,5,Q2
2006,Rondônia,Maio,7,N,5,Q2
2007,Rondônia,Maio,4,N,5,Q2
2008,Rondônia,Maio,1,N,5,Q2
2009,Rondônia,Maio,6,N,5,Q2
2010,Rondônia,Maio,41,N,5,Q2
2011,Rondônia,Maio,54,N,5,Q2
2012,Rondônia,Maio,22,N,5,Q2
2013,Rondônia,Maio,9,N,5,Q2
2014,Rondônia,Maio,28,N,5,Q2
2015,Rondônia,Maio,13,N,5,Q2
2016,Rondônia,Maio,44,N,5,Q2
2017,Rondônia,Maio,31,N,5,Q2
1998,Rondônia,Junho,26,N,6,Q2
1999,Rondônia,Junho,10,N,6,Q2
2000,Rondônia,Junho,54,N,6,Q2
2001,Rondônia,Junho,31,N,6,Q2
2002,Rondônia,Junho,141,N,6,Q2
2003,Rondônia,Junho,74,N,6,Q2
2004,Rondônia,Junho,151,N,6,Q2
2005,Rondônia,Junho,153,N,6,Q2
2006,Rondônia,Junho,40,N,6,Q2
2007,Rondônia,Junho,71,N,6,Q2
2008,Rondônia,Junho,11,N,6,Q2
2009,Rondônia,Junho,13,N,6,Q2
2010,Rondônia,Junho,44,N,6,Q2
2011,Rondônia,Junho,130,N,6,Q2
2012,Rondônia,Junho,32,N,6,Q2
2013,Rondônia,Junho,22,N,6,Q2
2014,Rondônia,Junho,92,N,6,Q2
2015,Rondônia,Junho,119,N,6,Q2
2016,Rondônia,Junho,170,N,6,Q2
2017,Rondônia,Junho,192,N,6,Q2
1998,Rondônia,Julho,365,N,7,Q3
1999,Rondônia,Julho,135,N,7,Q3
2000,Rondônia,Julho,117,N,7,Q3
2001,Rondônia,Julho,74,N,7,Q3
2002,Rondônia,Julho,539,N,7,Q3
2003,Rondônia,Julho,516,N,7,Q3
2004,Rondônia,Julho,1233,N,7,Q3
2005,Rondônia,Julho,798,N,7,Q3
2006,Rondônia,Julho,314,N,7,Q3
2007,Rondônia,Julho,187,N,7,Q3
2008,Rondônia,Julho,138,N,7,Q3
2009,Rondônia,Julho,110,N,7,Q3
2010,Rondônia,Julho,747,N,7,Q3
2011,Rondônia,Julho,293,N,7,Q3
2012,Rondônia,Julho,205,N,7,Q3
2013,Rondônia,Julho,117,N,7,Q3
2014,Rondônia,Julho,192,N,7,Q3
2015,Rondônia,Julho,423,N,7,Q3
2016,Rondônia,Julho,969,N,7,Q3
2017,Rondônia,Julho,1280,N,7,Q3
1998,Rondônia,Agosto,2254,N,8,Q3
1999,Rondônia,Agosto,1976,N,8,Q3
2000,Rondônia,Agosto,2197,N,8,Q3
2001,Rondônia,Agosto,2132,N,8,Q3
2002,Rondônia,Agosto,3465,N,8,Q3
2003,Rondônia,Agosto,7060,N,8,Q3
2004,Rondônia,Agosto,6893,N,8,Q3
2005,Rondônia,Agosto,6672,N,8,Q3
2006,Rondônia,Agosto,3124,N,8,Q3
2007,Rondônia,Agosto,4786,N,8,Q3
2008,Rondônia,Agosto,1251,N,8,Q3
2009,Rondônia,Agosto,484,N,8,Q3
2010,Rondônia,Agosto,4388,N,8,Q3
2011,Rondônia,Agosto,1161,N,8,Q3
2012,Rondônia,Agosto,2209,N,8,Q3
2013,Rondônia,Agosto,885,N,8,Q3
2014,Rondônia,Agosto,3038,N,8,Q3
2015,Rondônia,Agosto,3762,N,8,Q3
2016,Rondônia,Agosto,3675,N,8,Q3
2017,Rondônia,Agosto,4287,N,8,Q3
1998,Rondônia,Setembro,3753,N,9,Q3
1999,Rondônia,Setembro,3062,N,9,Q3
2000,Rondônia,Setembro,2438,N,9,Q3
2001,Rondônia,Setembro,1927,N,9,Q3
2002,Rondônia,Setembro,7067,N,9,Q3
2003,Rondônia,Setembro,6890,N,9,Q3
2004,Rondônia,Setembro,13050,N,9,Q3
2005,Rondônia,Setembro,13972,N,9,Q3
2006,Rondônia,Setembro,9920,N,9,Q3
2007,Rondônia,Setembro,6832,N,9,Q3
2008,Rondônia,Setembro,3726,N,9,Q3
2009,Rondônia,Setembro,1869,N,9,Q3
2010,Rondônia,Setembro,4893,N,9,Q3
2011,Rondônia,Setembro,1782,N,9,Q3
2012,Rondônia,Setembro,2471,N,9,Q3
2013,Rondônia,Setembro,1776,N,9,Q3
2014,Rondônia,Setembro,2800,N,9,Q3
2015,Rondônia,Setembro,6129,N,9,Q3
2016,Rondônia,Setembro,4208,N,9,Q3
2017,Rondônia,Setembro,5638,N,9,Q3
1998,Rondônia,Outubro,483,N,10,Q4
1999,Rondônia,Outubro,1884,N,10,Q4
2000,Rondônia,Outubro,644,N,10,Q4
2001,Rondônia,Outubro,796,N,10,Q4
2002,Rondônia,Outubro,3554,N,10,Q4
2003,Rondônia,Outubro,4962,N,10,Q4
2004,Rondônia,Outubro,3094,N,10,Q4
2005,Rondônia,Outubro,2559,N,10,Q4
2006,Rondônia,Outubro,1148,N,10,Q4
2007,Rondônia,Outubro,2023,N,10,Q4
2008,Rondônia,Outubro,1482,N,10,Q4
2009,Rondônia,Outubro,1444,N,10,Q4
2010,Rondônia,Outubro,1307,N,10,Q4
2011,Rondônia,Outubro,822,N,10,Q4
2012,Rondônia,Outubro,1229,N,10,Q4
2013,Rondônia,Outubro,555,N,10,Q4
2014,Rondônia,Outubro,1063,N,10,Q4
2015,Rondônia,Outubro,2598,N,10,Q4
2016,Rondônia,Outubro,1844,N,10,Q4
2017,Rondônia,Outubro,2190,N,10,Q4
1998,Rondônia,Novembro,3,N,11,Q4
1999,Rondônia,Novembro,41,N,11,Q4
2000,Rondônia,Novembro,13,N,11,Q4
2001,Rondônia,Novembro,91,N,11,Q4
2002,Rondônia,Novembro,639,N,11,Q4
2003,Rondônia,Novembro,526,N,11,Q4
2004,Rondônia,Novembro,452,N,11,Q4
2005,Rondônia,Novembro,465,N,11,Q4
2006,Rondônia,Novembro,253,N,11,Q4
2007,Rondônia,Novembro,53,N,11,Q4
2008,Rondônia,Novembro,78,N,11,Q4
2009,Rondônia,Novembro,128,N,11,Q4
2010,Rondônia,Novembro,238,N,11,Q4
2011,Rondônia,Novembro,245,N,11,Q4
2012,Rondônia,Novembro,174,N,11,Q4
2013,Rondônia,Novembro,108,N,11,Q4
2014,Rondônia,Novembro,202,N,11,Q4
2015,Rondônia,Novembro,1002,N,11,Q4
2016,Rondônia,Novembro,401,N,11,Q4
2017,Rondônia,Novembro,372,N,11,Q4
1998,Rondônia,Dezembro,33,N,12,Q4
1999,Rondônia,Dezembro,0,N,12,Q4
2000,Rondônia,Dezembro,7,N,12,Q4
2001,Rondônia,Dezembro,1,N,12,Q4
2002,Rondônia,Dezembro,91,N,12,Q4
2003,Rondônia,Dezembro,214,N,12,Q4
2004,Rondônia,Dezembro,208,N,12,Q4
2005,Rondônia,Dezembro,36,N,12,Q4
2006,Rondônia,Dezembro,4,N,12,Q4
2007,Rondônia,Dezembro,6,N,12,Q4
2008,Rondônia,Dezembro,2,N,12,Q4
2009,Rondônia,Dezembro,9,N,12,Q4
2010,Rondônia,Dezembro,158,N,12,Q4
2011,Rondônia,Dezembro,37,N,12,Q4
2012,Rondônia,Dezembro,50,N,12,Q4
2013,Rondônia,Dezembro,143,N,12,Q4
2014,Rondônia,Dezembro,144,N,12,Q4
2015,Rondônia,Dezembro,282,N,12,Q4
2016,Rondônia,Dezembro,148,N,12,Q4
1998,Roraima,Janeiro,0,N,1,Q1
1999,Roraima,Janeiro,15,N,1,Q1
2000,Roraima,Janeiro,18,N,1,Q1
2001,Roraima,Janeiro,101,N,1,Q1
2002,Roraima,Janeiro,302,N,1,Q1
2003,Roraima,Janeiro,547,N,1,Q1
2004,Roraima,Janeiro,355,N,1,Q1
2005,Roraima,Janeiro,106,N,1,Q1
2006,Roraima,Janeiro,70,N,1,Q1
2007,Roraima,Janeiro,194,N,1,Q1
2008,Roraima,Janeiro,245,N,1,Q1
2009,Roraima,Janeiro,45,N,1,Q1
2010,Roraima,Janeiro,351,N,1,Q1
2011,Roraima,Janeiro,225,N,1,Q1
2012,Roraima,Janeiro,217,N,1,Q1
2013,Roraima,Janeiro,397,N,1,Q1
2014,Roraima,Janeiro,355,N,1,Q1
2015,Roraima,Janeiro,330,N,1,Q1
2016,Roraima,Janeiro,1754,N,1,Q1
2017,Roraima,Janeiro,108,N,1,Q1
1998,Roraima,Fevereiro,0,N,2,Q1
1999,Roraima,Fevereiro,20,N,2,Q1
2000,Roraima,Fevereiro,57,N,2,Q1
2001,Roraima,Fevereiro,646,N,2,Q1
2002,Roraima,Fevereiro,476,N,2,Q1
2003,Roraima,Fevereiro,767,N,2,Q1
2004,Roraima,Fevereiro,259,N,2,Q1
2005,Roraima,Fevereiro,105,N,2,Q1
2006,Roraima,Fevereiro,283,N,2,Q1
2007,Roraima,Fevereiro,796,N,2,Q1
2008,Roraima,Fevereiro,138,N,2,Q1
2009,Roraima,Fevereiro,153,N,2,Q1
2010,Roraima,Fevereiro,470,N,2,Q1
2011,Roraima,Fevereiro,112,N,2,Q1
2012,Roraima,Fevereiro,130,N,2,Q1
2013,Roraima,Fevereiro,62,N,2,Q1
2014,Roraima,Fevereiro,226,N,2,Q1
2015,Roraima,Fevereiro,418,N,2,Q1
2016,Roraima,Fevereiro,171,N,2,Q1
2017,Roraima,Fevereiro,129,N,2,Q1
1998,Roraima,Março,0,N,3,Q1
1999,Roraima,Março,98,N,3,Q1
2000,Roraima,Março,125,N,3,Q1
2001,Roraima,Março,1108,N,3,Q1
2002,Roraima,Março,820,N,3,Q1
2003,Roraima,Março,1131,N,3,Q1
2004,Roraima,Março,276,N,3,Q1
2005,Roraima,Março,244,N,3,Q1
2006,Roraima,Março,385,N,3,Q1
2007,Roraima,Março,665,N,3,Q1
2008,Roraima,Março,422,N,3,Q1
2009,Roraima,Março,176,N,3,Q1
2010,Roraima,Março,417,N,3,Q1
2011,Roraima,Março,91,N,3,Q1
2012,Roraima,Março,99,N,3,Q1
2013,Roraima,Março,179,N,3,Q1
2014,Roraima,Março,494,N,3,Q1
2015,Roraima,Março,163,N,3,Q1
2016,Roraima,Março,1081,N,3,Q1
2017,Roraima,Março,216,N,3,Q1
1998,Roraima,Abril,0,N,4,Q2
1999,Roraima,Abril,16,N,4,Q2
2000,Roraima,Abril,0,N,4,Q2
2001,Roraima,Abril,380,N,4,Q2
2002,Roraima,Abril,41,N,4,Q2
2003,Roraima,Abril,268,N,4,Q2
2004,Roraima,Abril,182,N,4,Q2
2005,Roraima,Abril,22,N,4,Q2
2006,Roraima,Abril,201,N,4,Q2
2007,Roraima,Abril,58,N,4,Q2
2008,Roraima,Abril,175,N,4,Q2
2009,Roraima,Abril,115,N,4,Q2
2010,Roraima,Abril,15,N,4,Q2
2011,Roraima,Abril,108,N,4,Q2
2012,Roraima,Abril,25,N,4,Q2
2013,Roraima,Abril,87,N,4,Q2
2014,Roraima,Abril,162,N,4,Q2
2015,Roraima,Abril,278,N,4,Q2
2016,Roraima,Abril,126,N,4,Q2
2017,Roraima,Abril,51,N,4,Q2
1998,Roraima,Maio,0,N,5,Q2
1999,Roraima,Maio,0,N,5,Q2
2000,Roraima,Maio,7,N,5,Q2
2001,Roraima,Maio,9,N,5,Q2
2002,Roraima,Maio,0,N,5,Q2
2003,Roraima,Maio,0,N,5,Q2
2004,Roraima,Maio,2,N,5,Q2
2005,Roraima,Maio,1,N,5,Q2
2006,Roraima,Maio,0,N,5,Q2
2007,Roraima,Maio,0,N,5,Q2
2008,Roraima,Maio,8,N,5,Q2
2009,Roraima,Maio,219,N,5,Q2
2010,Roraima,Maio,3,N,5,Q2
2011,Roraima,Maio,4,N,5,Q2
2012,Roraima,Maio,18,N,5,Q2
2013,Roraima,Maio,4,N,5,Q2
2014,Roraima,Maio,58,N,5,Q2
2015,Roraima,Maio,12,N,5,Q2
2016,Roraima,Maio,22,N,5,Q2
2017,Roraima,Maio,29,N,5,Q2
1998,Roraima,Junho,0,N,6,Q2
1999,Roraima,Junho,3,N,6,Q2
2000,Roraima,Junho,0,N,6,Q2
2001,Roraima,Junho,1,N,6,Q2
2002,Roraima,Junho,0,N,6,Q2
2003,Roraima,Junho,0,N,6,Q2
2004,Roraima,Junho,6,N,6,Q2
