Ano,Estado,Mes,Numero,Regiao,Mes_int,Trimestre
1998,Acre,Janeiro,0,N,1,Q1
1999,Acre,Janeiro,0,N,1,Q1
2000,Acre,Janeiro,0,N,1,Q1
2001,Acre,Janeiro,0,N,1,Q1
2002,Acre,Janeiro,0,N,1,Q1
2003,Acre,Janeiro,10,N,1,Q1
2004,Acre,Janeiro,0,N,1,Q1
2005,Acre,Janeiro,12,N,1,Q1
2006,Acre,Janeiro,4,N,1,Q1
2007,Acre,Janeiro,0,N,1,Q1
2008,Acre,Janeiro,0,N,1,Q1
2009,Acre,Janeiro,0,N,1,Q1
2010,Acre,Janeiro,1,N,1,Q1
2011,Acre,Janeiro,0,N,1,Q1
2012,Acre,Janeiro,0,N,1,Q1
2013,Acre,Janeiro,0,N,1,Q1
2014,Acre,Janeiro,0,N,1,Q1
2015,Acre,Janeiro,1,N,1,Q1
2016,Acre,Janeiro,12,N,1,Q1
2017,Acre,Janeiro,0,N,1,Q1
1998,Acre,Fevereiro,0,N,2,Q1
1999,Acre,Fevereiro,0,N,2,Q1
2000,Acre,Fevereiro,0,N,2,Q1
2001,Acre,Fevereiro,0,N,2,Q1
2002,Acre,Fevereiro,1,N,2,Q1
2003,Acre,Fevereiro,0,N,2,Q1
2004,Acre,Fevereiro,3,N,2,Q1
2005,Acre,Fevereiro,0,N,2,Q1
2006,Acre,Fevereiro,0,N,2,Q1
2007,Acre,Fevereiro,5,N,2,Q1
2008,Acre,Fevereiro,0,N,2,Q1
2009,Acre,Fevereiro,2,N,2,Q1
2010,Acre,Fevereiro,0,N,2,Q1
2011,Acre,Fevereiro,0,N,2,Q1
2012,Acre,Fevereiro,0,N,2,Q1
2013,Acre,Fevereiro,0,N,2,Q1
2014,Acre,Fevereiro,0,N,2,Q1
2015,Acre,Fevereiro,2,N,2,Q1
2016,Acre,Fevereiro,5,N,2,Q1
2017,Acre,Fevereiro,1,N,2,Q1
1998,Acre,Março,0,N,3,Q1
1999,Acre,Março,0,N,3,Q1
2000,Acre,Março,11,N,3,Q1
2001,Acre,Março,0,N,3,Q1
2002,Acre,Março,0,N,3,Q1
2003,Acre,Março,0,N,3,Q1
2004,Acre,Março,0,N,3,Q1
2005,Acre,Março,3,N,3,Q1
2006,Acre,Março,0,N,3,Q1
2007,Acre,Março,2,N,3,Q1
2008,Acre,Março,0,N,3,Q1
2009,Acre,Março,1,N,3,Q1
2010,Acre,Março,0,N,3,Q1
2011,Acre,Março,0,N,3,Q1
2012,Acre,Março,1,N,3,Q1
2013,Acre,Março,2,N,3,Q1
2014,Acre,Março,1,N,3,Q1
2015,Acre,Março,2,N,3,Q1
2016,Acre,Março,0,N,3,Q1
2017,Acre,Março,0,N,3,Q1
1998,Acre,Abril,0,N,4,Q2
1999,Acre,Abril,0,N,4,Q2
2000,Acre,Abril,1,N,4,Q2
2001,Acre,Abril,0,N,4,Q2
2002,Acre,Abril,0,N,4,Q2
2003,Acre,Abril,1,N,4,Q2
2004,Acre,Abril,2,N,4,Q2
2005,Acre,Abril,1,N,4,Q2
2006,Acre,Abril,0,N,4,Q2
2007,Acre,Abril,0,N,4,Q2
2008,Acre,Abril,0,N,4,Q2
2009,Acre,Abril,0,N,4,Q2
2010,Acre,Abril,3,N,4,Q2
2011,Acre,Abril,2,N,4,Q2
2012,Acre,Abril,1,N,4,Q2
2013,Acre,Abril,19,N,4,Q2
2014,Acre,Abril,7,N,4,Q2
2015,Acre,Abril,3,N,4,Q2
2016,Acre,Abril,0,N,4,Q2
2017,Acre,Abril,1,N,4,Q2
1998,Acre,Maio,0,N,5,Q2
1999,Acre,Maio,0,N,5,Q2
2000,Acre,Maio,1,N,5,Q2
2001,Acre,Maio,0,N,5,Q2
2002,Acre,Maio,0,N,5,Q2
2003,Acre,Maio,6,N,5,Q2
2004,Acre,Maio,7,N,5,Q2
2005,Acre,Maio,2,N,5,Q2
2006,Acre,Maio,8,N,5,Q2
2007,Acre,Maio,1,N,5,Q2
2008,Acre,Maio,0,N,5,Q2
2009,Acre,Maio,3,N,5,Q2
2010,Acre,Maio,9,N,5,Q2
2011,Acre,Maio,3,N,5,Q2
2012,Acre,Maio,3,N,5,Q2
2013,Acre,Maio,4,N,5,Q2
2014,Acre,Maio,1,N,5,Q2
2015,Acre,Maio,2,N,5,Q2
2016,Acre,Maio,21,N,5,Q2
2017,Acre,Maio,10,N,5,Q2
1998,Acre,Junho,3,N,6,Q2
1999,Acre,Junho,0,N,6,Q2
2000,Acre,Junho,1,N,6,Q2
2001,Acre,Junho,1,N,6,Q2
2002,Acre,Junho,0,N,6,Q2
2003,Acre,Junho,0,N,6,Q2
2004,Acre,Junho,5,N,6,Q2
2005,Acre,Junho,27,N,6,Q2
2006,Acre,Junho,1,N,6,Q2
2007,Acre,Junho,4,N,6,Q2
2008,Acre,Junho,0,N,6,Q2
2009,Acre,Junho,0,N,6,Q2
2010,Acre,Junho,1,N,6,Q2
2011,Acre,Junho,10,N,6,Q2
2012,Acre,Junho,7,N,6,Q2
2013,Acre,Junho,8,N,6,Q2
2014,Acre,Junho,17,N,6,Q2
2015,Acre,Junho,40,N,6,Q2
2016,Acre,Junho,87,N,6,Q2
2017,Acre,Junho,45,N,6,Q2
1998,Acre,Julho,37,N,7,Q3
1999,Acre,Julho,1,N,7,Q3
2000,Acre,Julho,1,N,7,Q3
2001,Acre,Julho,3,N,7,Q3
2002,Acre,Julho,39,N,7,Q3
2003,Acre,Julho,168,N,7,Q3
2004,Acre,Julho,42,N,7,Q3
2005,Acre,Julho,368,N,7,Q3
2006,Acre,Julho,33,N,7,Q3
2007,Acre,Julho,29,N,7,Q3
2008,Acre,Julho,41,N,7,Q3
2009,Acre,Julho,31,N,7,Q3
2010,Acre,Julho,126,N,7,Q3
2011,Acre,Julho,93,N,7,Q3
2012,Acre,Julho,71,N,7,Q3
2013,Acre,Julho,54,N,7,Q3
2014,Acre,Julho,60,N,7,Q3
2015,Acre,Julho,109,N,7,Q3
2016,Acre,Julho,533,N,7,Q3
2017,Acre,Julho,457,N,7,Q3
1998,Acre,Agosto,130,N,8,Q3
1999,Acre,Agosto,63,N,8,Q3
2000,Acre,Agosto,136,N,8,Q3
2001,Acre,Agosto,396,N,8,Q3
2002,Acre,Agosto,728,N,8,Q3
2003,Acre,Agosto,1976,N,8,Q3
2004,Acre,Agosto,645,N,8,Q3
2005,Acre,Agosto,4198,N,8,Q3
2006,Acre,Agosto,839,N,8,Q3
2007,Acre,Agosto,960,N,8,Q3
2008,Acre,Agosto,445,N,8,Q3
2009,Acre,Agosto,194,N,8,Q3
2010,Acre,Agosto,1682,N,8,Q3
2011,Acre,Agosto,425,N,8,Q3
2012,Acre,Agosto,739,N,8,Q3
2013,Acre,Agosto,679,N,8,Q3
2014,Acre,Agosto,1100,N,8,Q3
2015,Acre,Agosto,1397,N,8,Q3
2016,Acre,Agosto,2188,N,8,Q3
2017,Acre,Agosto,1493,N,8,Q3
1998,Acre,Setembro,509,N,9,Q3
1999,Acre,Setembro,209,N,9,Q3
2000,Acre,Setembro,265,N,9,Q3
2001,Acre,Setembro,290,N,9,Q3
2002,Acre,Setembro,1949,N,9,Q3
2003,Acre,Setembro,3942,N,9,Q3
2004,Acre,Setembro,1978,N,9,Q3
2005,Acre,Setembro,4253,N,9,Q3
2006,Acre,Setembro,2370,N,9,Q3
2007,Acre,Setembro,2080,N,9,Q3
2008,Acre,Setembro,1666,N,9,Q3
2009,Acre,Setembro,1265,N,9,Q3
2010,Acre,Setembro,2531,N,9,Q3
2011,Acre,Setembro,1204,N,9,Q3
2012,Acre,Setembro,1996,N,9,Q3
2013,Acre,Setembro,2136,N,9,Q3
2014,Acre,Setembro,2175,N,9,Q3
2015,Acre,Setembro,2928,N,9,Q3
2016,Acre,Setembro,3586,N,9,Q3
2017,Acre,Setembro,3429,N,9,Q3
1998,Acre,Outubro,44,N,10,Q4
1999,Acre,Outubro,60,N,10,Q4
2000,Acre,Outubro,18,N,10,Q4
2001,Acre,Outubro,137,N,10,Q4
2002,Acre,Outubro,687,N,10,Q4
2003,Acre,Outubro,740,N,10,Q4
2004,Acre,Outubro,461,N,10,Q4
2005,Acre,Outubro,547,N,10,Q4
2006,Acre,Outubro,316,N,10,Q4
2007,Acre,Outubro,203,N,10,Q4
2008,Acre,Outubro,652,N,10,Q4
2009,Acre,Outubro,565,N,10,Q4
2010,Acre,Outubro,292,N,10,Q4
2011,Acre,Outubro,97,N,10,Q4
2012,Acre,Outubro,348,N,10,Q4
2013,Acre,Outubro,258,N,10,Q4
2014,Acre,Outubro,406,N,10,Q4
2015,Acre,Outubro,905,N,10,Q4
2016,Acre,Outubro,509,N,10,Q4
2017,Acre,Outubro,1508,N,10,Q4
1998,Acre,Novembro,0,N,11,Q4
1999,Acre,Novembro,0,N,11,Q4
2000,Acre,Novembro,0,N,11,Q4
2001,Acre,Novembro,1,N,11,Q4
2002,Acre,Novembro,86,N,11,Q4
2003,Acre,Novembro,15,N,11,Q4
2004,Acre,Novembro,10,N,11,Q4
2005,Acre,Novembro,14,N,11,Q4
2006,Acre,Novembro,18,N,11,Q4
2007,Acre,Novembro,7,N,11,Q4
2008,Acre,Novembro,4,N,11,Q4
2009,Acre,Novembro,33,N,11,Q4
2010,Acre,Novembro,39,N,11,Q4
2011,Acre,Novembro,74,N,11,Q4
2012,Acre,Novembro,13,N,11,Q4
2013,Acre,Novembro,79,N,11,Q4
2014,Acre,Novembro,56,N,11,Q4
2015,Acre,Novembro,115,N,11,Q4
2016,Acre,Novembro,46,N,11,Q4
2017,Acre,Novembro,98,N,11,Q4
1998,Acre,Dezembro,7,N,12,Q4
1999,Acre,Dezembro,0,N,12,Q4
2000,Acre,Dezembro,0,N,12,Q4
2001,Acre,Dezembro,0,N,12,Q4
2002,Acre,Dezembro,1,N,12,Q4
2003,Acre,Dezembro,1,N,12,Q4
2004,Acre,Dezembro,7,N,12,Q4
2005,Acre,Dezembro,2,N,12,Q4
2006,Acre,Dezembro,0,N,12,Q4
2007,Acre,Dezembro,0,N,12,Q4
2008,Acre,Dezembro,0,N,12,Q4
2009,Acre,Dezembro,1,N,12,Q4
2010,Acre,Dezembro,0,N,12,Q4
2011,Acre,Dezembro,4,N,12,Q4
2012,Acre,Dezembro,1,N,12,Q4
2013,Acre,Dezembro,3,N,12,Q4
2014,Acre,Dezembro,6,N,12,Q4
2015,Acre,Dezembro,8,N,12,Q4
2016,Acre,Dezembro,6,N,12,Q4
1998,Alagoas,Janeiro,0,NE,1,Q1
1999,Alagoas,Janeiro,58,NE,1,Q1
2000,Alagoas,Janeiro,11,NE,1,Q1
2001,Alagoas,Janeiro,5,NE,1,Q1
2002,Alagoas,Janeiro,12,NE,1,Q1
2003,Alagoas,Janeiro,150,NE,1,Q1
2004,Alagoas,Janeiro,9,NE,1,Q1
2005,Alagoas,Janeiro,83,NE,1,Q1
2006,Alagoas,Janeiro,29,NE,1,Q1
2007,Alagoas,Janeiro,33,NE,1,Q1
2008,Alagoas,Janeiro,55,NE,1,Q1
2009,Alagoas,Janeiro,104,NE,1,Q1
2010,Alagoas,Janeiro,23,NE,1,Q1
2011,Alagoas,Janeiro,41,NE,1,Q1
2012,Alagoas,Janeiro,36,NE,1,Q1
2013,Alagoas,Janeiro,49,NE,1,Q1
2014,Alagoas,Janeiro,54,NE,1,Q1
2015,Alagoas,Janeiro,81,NE,1,Q1
2016,Alagoas,Janeiro,24,NE,1,Q1
2017,Alagoas,Janeiro,38,NE,1,Q1
1998,Alagoas,Fevereiro,0,NE,2,Q1
1999,Alagoas,Fevereiro,20,NE,2,Q1
2000,Alagoas,Fevereiro,16,NE,2,Q1
2001,Alagoas,Fevereiro,4,NE,2,Q1
2002,Alagoas,Fevereiro,15,NE,2,Q1
2003,Alagoas,Fevereiro,33,NE,2,Q1
2004,Alagoas,Fevereiro,7,NE,2,Q1
2005,Alagoas,Fevereiro,31,NE,2,Q1
2006,Alagoas,Fevereiro,14,NE,2,Q1
2007,Alagoas,Fevereiro,28,NE,2,Q1
2008,Alagoas,Fevereiro,74,NE,2,Q1
2009,Alagoas,Fevereiro,32,NE,2,Q1
2010,Alagoas,Fevereiro,26,NE,2,Q1
2011,Alagoas,Fevereiro,33,NE,2,Q1
2012,Alagoas,Fevereiro,41,NE,2,Q1
2013,Alagoas,Fevereiro,19,NE,2,Q1
2014,Alagoas,Fevereiro,29,NE,2,Q1
2015,Alagoas,Fevereiro,46,NE,2,Q1
2016,Alagoas,Fevereiro,14,NE,2,Q1
2017,Alagoas,Fevereiro,21,NE,2,Q1
1998,Alagoas,Março,0,NE,3,Q1
1999,Alagoas,Março,52,NE,3,Q1
2000,Alagoas,Março,32,NE,3,Q1
2001,Alagoas,Março,0,NE,3,Q1
2002,Alagoas,Março,27,NE,3,Q1
2003,Alagoas,Março,15,NE,3,Q1
2004,Alagoas,Março,16,NE,3,Q1
2005,Alagoas,Março,35,NE,3,Q1
2006,Alagoas,Março,37,NE,3,Q1
2007,Alagoas,Março,7,NE,3,Q1
2008,Alagoas,Março,31,NE,3,Q1
2009,Alagoas,Março,31,NE,3,Q1
2010,Alagoas,Março,70,NE,3,Q1
2011,Alagoas,Março,34,NE,3,Q1
2012,Alagoas,Março,44,NE,3,Q1
2013,Alagoas,Março,31,NE,3,Q1
2014,Alagoas,Março,28,NE,3,Q1
2015,Alagoas,Março,32,NE,3,Q1
2016,Alagoas,Março,9,NE,3,Q1
2017,Alagoas,Março,23,NE,3,Q1
1998,Alagoas,Abril,0,NE,4,Q2
1999,Alagoas,Abril,4,NE,4,Q2
2000,Alagoas,Abril,20,NE,4,Q2
2001,Alagoas,Abril,0,NE,4,Q2
2002,Alagoas,Abril,6,NE,4,Q2
2003,Alagoas,Abril,20,NE,4,Q2
2004,Alagoas,Abril,6,NE,4,Q2
2005,Alagoas,Abril,1,NE,4,Q2
2006,Alagoas,Abril,2,NE,4,Q2
2007,Alagoas,Abril,1,NE,4,Q2
2008,Alagoas,Abril,18,NE,4,Q2
2009,Alagoas,Abril,5,NE,4,Q2
2010,Alagoas,Abril,3,NE,4,Q2
2011,Alagoas,Abril,17,NE,4,Q2
2012,Alagoas,Abril,18,NE,4,Q2
2013,Alagoas,Abril,25,NE,4,Q2
2014,Alagoas,Abril,16,NE,4,Q2
2015,Alagoas,Abril,63,NE,4,Q2
2016,Alagoas,Abril,13,NE,4,Q2
2017,Alagoas,Abril,7,NE,4,Q2
1998,Alagoas,Maio,0,NE,5,Q2
1999,Alagoas,Maio,1,NE,5,Q2
2000,Alagoas,Maio,1,NE,5,Q2
2001,Alagoas,Maio,2,NE,5,Q2
2002,Alagoas,Maio,1,NE,5,Q2
2003,Alagoas,Maio,1,NE,5,Q2
2004,Alagoas,Maio,3,NE,5,Q2
2005,Alagoas,Maio,0,NE,5,Q2
2006,Alagoas,Maio,0,NE,5,Q2
2007,Alagoas,Maio,0,NE,5,Q2
2008,Alagoas,Maio,0,NE,5,Q2
2009,Alagoas,Maio,0,NE,5,Q2
2010,Alagoas,Maio,0,NE,5,Q2
2011,Alagoas,Maio,0,NE,5,Q2
2012,Alagoas,Maio,21,NE,5,Q2
2013,Alagoas,Maio,2,NE,5,Q2
2014,Alagoas,Maio,1,NE,5,Q2
2015,Alagoas,Maio,18,NE,5,Q2
2016,Alagoas,Maio,4,NE,5,Q2
2017,Alagoas,Maio,1,NE,5,Q2
1998,Alagoas,Junho,0,NE,6,Q2
1999,Alagoas,Junho,0,NE,6,Q2
2000,Alagoas,Junho,0,NE,6,Q2
2001,Alagoas,Junho,2,NE,6,Q2
2002,Alagoas,Junho,0,NE,6,Q2
2003,Alagoas,Junho,0,NE,6,Q2
2004,Alagoas,Junho,0,NE,6,Q2
2005,Alagoas,Junho,0,NE,6,Q2
2006,Alagoas,Junho,0,NE,6,Q2
2007,Alagoas,Junho,0,NE,6,Q2
2008,Alagoas,Junho,0,NE,6,Q2
2009,Alagoas,Junho,0,NE,6,Q2
2010,Alagoas,Junho,0,NE,6,Q2
2011,Alagoas,Junho,2,NE,6,Q2
2012,Alagoas,Junho,4,NE,6,Q2
2013,Alagoas,Junho,1,NE,6,Q2
2014,Alagoas,Junho,2,NE,6,Q2
2015,Alagoas,Junho,2,NE,6,Q2
2016,Alagoas,Junho,5,NE,6,Q2
2017,Alagoas,Junho,2,NE,6,Q2
1998,Alagoas,Julho,0,NE,7,Q3
1999,Alagoas,Julho,0,NE,7,Q3
2000,Alagoas,Julho,0,NE,7,Q3
2001,Alagoas,Julho,0,NE,7,Q3
2002,Alagoas,Julho,5,NE,7,Q3
2003,Alagoas,Julho,0,NE,7,Q3
2004,Alagoas,Julho,0,NE,7,Q3
2005,Alagoas,Julho,0,NE,7,Q3
2006,Alagoas,Julho,0,NE,7,Q3
2007,Alagoas,Julho,0,NE,7,Q3
2008,Alagoas,Julho,0,NE,7,Q3
2009,Alagoas,Julho,0,NE,7,Q3
2010,Alagoas,Julho,2,NE,7,Q3
2011,Alagoas,Julho,0,NE,7,Q3
2012,Alagoas,Julho,0,NE,7,Q3
2013,Alagoas,Julho,0,NE,7,Q3
2014,Alagoas,Julho,1,NE,7,Q3
2015,Alagoas,Julho,0,NE,7,Q3
2016,Alagoas,Julho,3,NE,7,Q3
2017,Alagoas,Julho,0,NE,7,Q3
1998,Alagoas,Agosto,1,NE,8,Q3
1999,Alagoas,Agosto,3,NE,8,Q3
2000,Alagoas,Agosto,4,NE,8,Q3
2001,Alagoas,Agosto,1,NE,8,Q3
2002,Alagoas,Agosto,3,NE,8,Q3
2003,Alagoas,Agosto,2,NE,8,Q3
2004,Alagoas,Agosto,2,NE,8,Q3
2005,Alagoas,Agosto,2,NE,8,Q3
2006,Alagoas,Agosto,1,NE,8,Q3
2007,Alagoas,Agosto,3,NE,8,Q3
2008,Alagoas,Agosto,1,NE,8,Q3
2009,Alagoas,Agosto,0,NE,8,Q3
2010,Alagoas,Agosto,1,NE,8,Q3
2011,Alagoas,Agosto,4,NE,8,Q3
2012,Alagoas,Agosto,0,NE,8,Q3
2013,Alagoas,Agosto,0,NE,8,Q3
2014,Alagoas,Agosto,3,NE,8,Q3
2015,Alagoas,Agosto,3,NE,8,Q3
2016,Alagoas,Agosto,5,NE,8,Q3
2017,Alagoas,Agosto,1,NE,8,Q3
1998,Alagoas,Setembro,14,NE,9,Q3
1999,Alagoas,Setembro,3,NE,9,Q3
2000,Alagoas,Setembro,22,NE,9,Q3
2001,Alagoas,Setembro,5,NE,9,Q3
2002,Alagoas,Setembro,14,NE,9,Q3
2003,Alagoas,Setembro,8,NE,9,Q3
2004,Alagoas,Setembro,5,NE,9,Q3
2005,Alagoas,Setembro,7,NE,9,Q3
2006,Alagoas,Setembro,4,NE,9,Q3
2007,Alagoas,Setembro,2,NE,9,Q3
2008,Alagoas,Setembro,9,NE,9,Q3
2009,Alagoas,Setembro,13,NE,9,Q3
2010,Alagoas,Setembro,5,NE,9,Q3
2011,Alagoas,Setembro,5,NE,9,Q3
2012,Alagoas,Setembro,6,NE,9,Q3
2013,Alagoas,Setembro,4,NE,9,Q3
2014,Alagoas,Setembro,11,NE,9,Q3
2015,Alagoas,Setembro,7,NE,9,Q3
2016,Alagoas,Setembro,18,NE,9,Q3
2017,Alagoas,Setembro,4,NE,9,Q3
1998,Alagoas,Outubro,20,NE,10,Q4
1999,Alagoas,Outubro,4,NE,10,Q4
2000,Alagoas,Outubro,13,NE,10,Q4
2001,Alagoas,Outubro,15,NE,10,Q4
2002,Alagoas,Outubro,30,NE,10,Q4
2003,Alagoas,Outubro,10,NE,10,Q4
2004,Alagoas,Outubro,12,NE,10,Q4
2005,Alagoas,Outubro,17,NE,10,Q4
2006,Alagoas,Outubro,32,NE,10,Q4
2007,Alagoas,Outubro,6,NE,10,Q4
2008,Alagoas,Outubro,18,NE,10,Q4
2009,Alagoas,Outubro,30,NE,10,Q4
2010,Alagoas,Outubro,16,NE,10,Q4
2011,Alagoas,Outubro,23,NE,10,Q4
2012,Alagoas,Outubro,28,NE,10,Q4
2013,Alagoas,Outubro,25,NE,10,Q4
2014,Alagoas,Outubro,7,NE,10,Q4
2015,Alagoas,Outubro,40,NE,10,Q4
2016,Alagoas,Outubro,74,NE,10,Q4
2017,Alagoas,Outubro,14,NE,10,Q4
1998,Alagoas,Novembro,19,NE,11,Q4
1999,Alagoas,Novembro,15,NE,11,Q4
2000,Alagoas,Novembro,2,NE,11,Q4
2001,Alagoas,Novembro,22,NE,11,Q4
2002,Alagoas,Novembro,50,NE,11,Q4
2003,Alagoas,Novembro,17,NE,11,Q4
2004,Alagoas,Novembro,28,NE,11,Q4
2005,Alagoas,Novembro,25,NE,11,Q4
2006,Alagoas,Novembro,12,NE,11,Q4
2007,Alagoas,Novembro,15,NE,11,Q4
2008,Alagoas,Novembro,37,NE,11,Q4
2009,Alagoas,Novembro,55,NE,11,Q4
2010,Alagoas,Novembro,31,NE,11,Q4
2011,Alagoas,Novembro,23,NE,11,Q4
2012,Alagoas,Novembro,95,NE,11,Q4
2013,Alagoas,Novembro,10,NE,11,Q4
2014,Alagoas,Novembro,14,NE,11,Q4
2015,Alagoas,Novembro,162,NE,11,Q4
2016,Alagoas,Novembro,76,NE,11,Q4
2017,Alagoas,Novembro,10,NE,11,Q4
1998,Alagoas,Dezembro,32,NE,12,Q4
1999,Alagoas,Dezembro,12,NE,12,Q4
2000,Alagoas,Dezembro,2,NE,12,Q4
2001,Alagoas,Dezembro,30,NE,12,Q4
2002,Alagoas,Dezembro,95,NE,12,Q4
2003,Alagoas,Dezembro,43,NE,12,Q4
2004,Alagoas,Dezembro,71,NE,12,Q4
2005,Alagoas,Dezembro,16,NE,12,Q4
2006,Alagoas,Dezembro,30,NE,12,Q4
2007,Alagoas,Dezembro,33,NE,12,Q4
2008,Alagoas,Dezembro,34,NE,12,Q4
2009,Alagoas,Dezembro,55,NE,12,Q4
2010,Alagoas,Dezembro,45,NE,12,Q4
2011,Alagoas,Dezembro,50,NE,12,Q4
2012,Alagoas,Dezembro,59,NE,12,Q4
2013,Alagoas,Dezembro,42,NE,12,Q4
2014,Alagoas,Dezembro,24,NE,12,Q4
2015,Alagoas,Dezembro,136,NE,12,Q4
2016,Alagoas,Dezembro,155,NE,12,Q4
1998,Amapá,Janeiro,0,N,1,Q1
1999,Amapá,Janeiro,0,N,1,Q1
2000,Amapá,Janeiro,2,N,1,Q1
2001,Amapá,Janeiro,0,N,1,Q1
2002,Amapá,Janeiro,7,N,1,Q1
2003,Amapá,Janeiro,31,N,1,Q1
2004,Amapá,Janeiro,38,N,1,Q1
2005,Amapá,Janeiro,109,N,1,Q1
2006,Amapá,Janeiro,6,N,1,Q1
2007,Amapá,Janeiro,0,N,1,Q1
2008,Amapá,Janeiro,2,N,1,Q1
2009,Amapá,Janeiro,4,N,1,Q1
2010,Amapá,Janeiro,2,N,1,Q1
2011,Amapá,Janeiro,0,N,1,Q1
2012,Amapá,Janeiro,30,N,1,Q1
2013,Amapá,Janeiro,3,N,1,Q1
2014,Amapá,Janeiro,10,N,1,Q1
2015,Amapá,Janeiro,14,N,1,Q1
2016,Amapá,Janeiro,19,N,1,Q1
2017,Amapá,Janeiro,2,N,1,Q1
1998,Amapá,Fevereiro,0,N,2,Q1
1999,Amapá,Fevereiro,1,N,2,Q1
2000,Amapá,Fevereiro,0,N,2,Q1
2001,Amapá,Fevereiro,0,N,2,Q1
2002,Amapá,Fevereiro,2,N,2,Q1
2003,Amapá,Fevereiro,0,N,2,Q1
2004,Amapá,Fevereiro,2,N,2,Q1
2005,Amapá,Fevereiro,1,N,2,Q1
2006,Amapá,Fevereiro,2,N,2,Q1
2007,Amapá,Fevereiro,0,N,2,Q1
2008,Amapá,Fevereiro,0,N,2,Q1
2009,Amapá,Fevereiro,0,N,2,Q1
2010,Amapá,Fevereiro,0,N,2,Q1
2011,Amapá,Fevereiro,3,N,2,Q1
2012,Amapá,Fevereiro,5,N,2,Q1
2013,Amapá,Fevereiro,0,N,2,Q1
2014,Amapá,Fevereiro,2,N,2,Q1
2015,Amapá,Fevereiro,1,N,2,Q1
2016,Amapá,Fevereiro,1,N,2,Q1
2017,Amapá,Fevereiro,0,N,2,Q1
1998,Amapá,Março,0,N,3,Q1
1999,Amapá,Março,2,N,3,Q1
2000,Amapá,Março,0,N,3,Q1
2001,Amapá,Março,0,N,3,Q1
2002,Amapá,Março,0,N,3,Q1
2003,Amapá,Março,1,N,3,Q1
2004,Amapá,Março,0,N,3,Q1
2005,Amapá,Março,0,N,3,Q1
2006,Amapá,Março,0,N,3,Q1
2007,Amapá,Março,0,N,3,Q1
2008,Amapá,Março,1,N,3,Q1
2009,Amapá,Março,1,N,3,Q1
2010,Amapá,Março,2,N,3,Q1
2011,Amapá,Março,0,N,3,Q1
2012,Amapá,Março,1,N,3,Q1
2013,Amapá,Março,0,N,3,Q1
2014,Amapá,Março,1,N,3,Q1
2015,Amapá,Março,2,N,3,Q1
2016,Amapá,Março,5,N,3,Q1
2017,Amapá,Março,0,N,3,Q1
1998,Amapá,Abril,0,N,4,Q2
1999,Amapá,Abril,0,N,4,Q2
2000,Amapá,Abril,0,N,4,Q2
2001,Amapá,Abril,0,N,4,Q2
2002,Amapá,Abril,0,N,4,Q2
2003,Amapá,Abril,2,N,4,Q2
2004,Amapá,Abril,0,N,4,Q2
2005,Amapá,Abril,0,N,4,Q2
2006,Amapá,Abril,0,N,4,Q2
2007,Amapá,Abril,0,N,4,Q2
2008,Amapá,Abril,2,N,4,Q2
2009,Amapá,Abril,0,N,4,Q2
2010,Amapá,Abril,2,N,4,Q2
2011,Amapá,Abril,0,N,4,Q2
2012,Amapá,Abril,2,N,4,Q2
2013,Amapá,Abril,2,N,4,Q2
2014,Amapá,Abril,0,N,4,Q2
2015,Amapá,Abril,0,N,4,Q2
2016,Amapá,Abril,0,N,4,Q2
2017,Amapá,Abril,3,N,4,Q2
1998,Amapá,Maio,0,N,5,Q2
1999,Amapá,Maio,0,N,5,Q2
2000,Amapá,Maio,0,N,5,Q2
2001,Amapá,Maio,0,N,5,Q2
2002,Amapá,Maio,3,N,5,Q2
2003,Amapá,Maio,0,N,5,Q2
2004,Amapá,Maio,0,N,5,Q2
2005,Amapá,Maio,0,N,5,Q2
2006,Amapá,Maio,0,N,5,Q2
2007,Amapá,Maio,0,N,5,Q2
2008,Amapá,Maio,0,N,5,Q2
2009,Amapá,Maio,2,N,5,Q2
2010,Amapá,Maio,2,N,5,Q2
2011,Amapá,Maio,2,N,5,Q2
2012,Amapá,Maio,2,N,5,Q2
2013,Amapá,Maio,0,N,5,Q2
2014,Amapá,Maio,0,N,5,Q2
2015,Amapá,Maio,0,N,5,Q2
2016,Amapá,Maio,1,N,5,Q2
2017,Amapá,Maio,1,N,5,Q2
1998,Amapá,Junho,0,N,6,Q2
1999,Amapá,Junho,2,N,6,Q2
2000,Amapá,Junho,0,N,6,Q2
2001,Amapá,Junho,0,N,6,Q2
2002,Amapá,Junho,0,N,6,Q2
2003,Amapá,Junho,0,N,6,Q2
2004,Amapá,Junho,5,N,6,Q2
2005,Amapá,Junho,2,N,6,Q2
2006,Amapá,Junho,0,N,6,Q2
2007,Amapá,Junho,0,N,6,Q2
2008,Amapá,Junho,0,N,6,Q2
2009,Amapá,Junho,1,N,6,Q2
2010,Amapá,Junho,0,N,6,Q2
2011,Amapá,Junho,0,N,6,Q2
2012,Amapá,Junho,7,N,6,Q2
2013,Amapá,Junho,1,N,6,Q2
2014,Amapá,Junho,0,N,6,Q2
2015,Amapá,Junho,3,N,6,Q2
2016,Amapá,Junho,2,N,6,Q2
2017,Amapá,Junho,2,N,6,Q2
1998,Amapá,Julho,0,N,7,Q3
1999,Amapá,Julho,0,N,7,Q3
2000,Amapá,Julho,0,N,7,Q3
